,CPLX_INCIDENT_ID,NUM_FOD_RECORDS,FIRE_YEAR,INCIDENT_NUMBER,COMPLEX_NAME,ICS_COMPLEX_NAME_LINK,FIRE_NAME_LINK,MEMBER_INC_IDENTIFIER,CPLX_INC_IDENTIFIER,MEMBER_INCIDENT_ID,INCIDENT_ID
255,2015_2937522_FAMILY PEAK COMPLEX,,2015,,,FAMILY PEAK COMPLEX,MOUNT POIA,2921473.0,2937522.0,2015_2921473_MOUNT POIA,2015_2921473_MOUNT POIA
506,2015_2889718_RUSTLER COMPLEX,,2015,,,RUSTLER COMPLEX,PARKER,2921848.0,2889718.0,2015_2921848_PARKER,2015_2921848_PARKER
487,2015_2786253_ROUTE COMPLEX,,2015,,,ROUTE COMPLEX,KERLIN,2921868.0,2786253.0,2015_2921868_KERLIN,2015_2921868_KERLIN
488,2015_2786253_ROUTE COMPLEX,,2015,,,ROUTE COMPLEX,BUCK,2921871.0,2786253.0,2015_2921871_BUCK,2015_2921871_BUCK
507,2015_2889718_RUSTLER COMPLEX,,2015,,,RUSTLER COMPLEX,SOUTH FORK 2,2921872.0,2889718.0,2015_2921872_SOUTH FORK 2,2015_2921872_SOUTH FORK 2
578,2015_2883365_UPPER SKAGIT COMPLEX,,2015,,,UPPER SKAGIT COMPLEX,GOODELL,2922019.0,2883365.0,2015_2922019_GOODELL,2015_2922019_GOODELL
319,2015_2891473_GRIZZLY COMPLEX,,2015,,,GRIZZLY COMPLEX,MURRAY PEAK,2922051.0,2891473.0,2015_2922051_MURRAY PEAK,2015_2922051_MURRAY PEAK
233,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,,2015,,,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LAWYER 3,2922060.0,2920368.0,2015_2922060_LAWYER 3,2015_2922060_LAWYER 3
234,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,,2015,,,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LAWYER 6,2922061.0,2920368.0,2015_2922061_LAWYER 6,2015_2922061_LAWYER 6
320,2015_2891473_GRIZZLY COMPLEX,,2015,,,GRIZZLY COMPLEX,GRIZZLY RIDGE,2922069.0,2891473.0,2015_2922069_GRIZZLY RIDGE,2015_2922069_GRIZZLY RIDGE
453,2015_2888586_NORTHEAST KOOTENAI COMPLEX,,2015,,,NORTHEAST KOOTENAI COMPLEX,SUNDAY,2922074.0,2888586.0,2015_2922074_SUNDAY,2015_2922074_SUNDAY
235,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,,2015,,,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,OLD GREER,2922262.0,2920368.0,2015_2922262_OLD GREER,2015_2922262_OLD GREER
245,2015_2922269_COUNTY LINE 2,,2015,,,COUNTY LINE 2,COUNTY LINE 2,2922269.0,2922269.0,2015_2922269_COUNTY LINE 2,2015_2922269_COUNTY LINE 2
579,2015_2883365_UPPER SKAGIT COMPLEX,,2015,,,UPPER SKAGIT COMPLEX,ROCKY BEAVER,2923843.0,2883365.0,2015_2923843_ROCKY BEAVER,2015_2923843_ROCKY BEAVER
367,2015_2873774_LARKIN COMPLEX,,2015,,,LARKIN COMPLEX,ROARING,2923852.0,2873774.0,2015_2923852_ROARING,2015_2923852_ROARING
237,2015_2881528_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,,2015,,,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,LONG CAMP 1,2924060.0,2881528.0,2015_2924060_LONG CAMP 1,2015_2924060_LONG CAMP 1
580,2015_2883365_UPPER SKAGIT COMPLEX,,2015,,,UPPER SKAGIT COMPLEX,NO NAME 15,2924739.0,2883365.0,2015_2924739_NO NAME 15,2015_2924739_NO NAME 15
368,2015_2873774_LARKIN COMPLEX,,2015,,,LARKIN COMPLEX,WOLF 4,2924793.0,2873774.0,2015_2924793_WOLF 4,2015_2924793_WOLF 4
178,2015_2903244_BATH COMPLEX,,2015,,,BATH COMPLEX,SCOTT,2924799.0,2903244.0,2015_2924799_SCOTT,2015_2924799_SCOTT
301,2015_2878511_GRIZZLY BEAR COMPLEX,,2015,,,GRIZZLY BEAR COMPLEX,915,2925193.0,2878511.0,2015_2925193_915,2015_2925193_915
302,2015_2878511_GRIZZLY BEAR COMPLEX,,2015,,,GRIZZLY BEAR COMPLEX,TWIN,2925199.0,2878511.0,2015_2925199_TWIN,2015_2925199_TWIN
520,2015_2892247_SELWAY/ELK CITY/RED RIVER COMPLEX,,2015,,,SELWAY/ELK CITY/RED RIVER COMPLEX,GEDNEY,2925347.0,2892247.0,2015_2925347_GEDNEY,2015_2925347_GEDNEY
525,2015_2895432_RED RIVER COMPLEX,,2015,,,SELWAY/ELK CITY/RED RIVER COMPLEX,NOBLE,2925351.0,2892247.0,2015_2925351_NOBLE,2015_2925351_NOBLE
321,2015_2891473_GRIZZLY COMPLEX,,2015,,,GRIZZLY COMPLEX,TAYLOR SADDLE,2926608.0,2891473.0,2015_2926608_TAYLOR SADDLE,2015_2926608_TAYLOR SADDLE
345,2015_2926612_KANIKSU COMPLEX,,2015,,,KANIKSU COMPLEX,KANIKSU COMPLEX,2926612.0,2926612.0,2015_2926612_KANIKSU COMPLEX,2015_2926612_KANIKSU COMPLEX
489,2015_2786253_ROUTE COMPLEX,,2015,,,ROUTE COMPLEX,CHANCE,2928536.0,2786253.0,2015_2928536_CHANCE,2015_2928536_CHANCE
378,2015_2750796_MAD RIVER COMPLEX,,2015,,,MAD RIVER COMPLEX,GOBBLER,2928537.0,2750796.0,2015_2928537_GOBBLER,2015_2928537_GOBBLER
379,2015_2750796_MAD RIVER COMPLEX,,2015,,,MAD RIVER COMPLEX,LASSICS,2928539.0,2750796.0,2015_2928539_LASSICS,2015_2928539_LASSICS
490,2015_2786253_ROUTE COMPLEX,,2015,,,ROUTE COMPLEX,JOHNSON,2928542.0,2786253.0,2015_2928542_JOHNSON,2015_2928542_JOHNSON
322,2015_2891473_GRIZZLY COMPLEX,,2015,,,GRIZZLY COMPLEX,NORTH GRIZZLY,2928778.0,2891473.0,2015_2928778_NORTH GRIZZLY,2015_2928778_NORTH GRIZZLY
256,2015_2937522_FAMILY PEAK COMPLEX,,2015,,,FAMILY PEAK COMPLEX,MUSKRAT PASS,2928798.0,2937522.0,2015_2928798_MUSKRAT PASS,2015_2928798_MUSKRAT PASS
531,2015_2895432_RED RIVER COMPLEX,,2015,,,SELWAY/ELK CITY/RED RIVER COMPLEX,LITTLE GREEN,2929776.0,2892247.0,2015_2929776_LITTLE GREEN,2015_2929776_LITTLE GREEN
337,2015_2898201_JAY PT/ BOULDER,,2015,,,JAY PT/ BOULDER COMPLEX,BOULDER,2929777.0,2898201.0,2015_2929777_BOULDER,2015_2929777_BOULDER
209,2015_2890578_CLARK FORK COMPLEX,,2015,,,CLARK FORK COMPLEX,NAPOLEON 3,2931021.0,2890578.0,2015_2931021_NAPOLEON 3,2015_2931021_NAPOLEON 3
460,2015_2931055_OKANOGAN COMPLEX,,2015,,,OKANOGAN COMPLEX,OKANOGAN COMPLEX,2931055.0,2931055.0,2015_2931055_OKANOGAN COMPLEX,2015_2931055_OKANOGAN COMPLEX
283,2015_2933887_GOAT ROCK COMPLEX,,2015,,,GOAT ROCK COMPLEX,BERRAY 2,2933056.0,2933887.0,2015_2933056_BERRAY 2,2015_2933056_BERRAY 2
196,2015_2906716_CHELAN COMPLEX,,2015,,,CHELAN COMPLEX,ANTOINE CREEK,2933186.0,2906716.0,2015_2933186_ANTOINE CREEK,2015_2933186_ANTOINE CREEK
236,2015_2920368_CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,,2015,,,CLEARWATER/MUNICIPAL/MOTORWAY NORTH COMPLEX,SNOWY SUMMIT,2933209.0,2920368.0,2015_2933209_SNOWY SUMMIT,2015_2933209_SNOWY SUMMIT
590,2015_2933652_WILDERNESS COMPLEX,,2015,,,WILDERNESS COMPLEX,WILDERNESS COMPLEX,2933652.0,2933652.0,2015_2933652_WILDERNESS COMPLEX,2015_2933652_WILDERNESS COMPLEX
284,2015_2933887_GOAT ROCK COMPLEX,,2015,,,GOAT ROCK COMPLEX,GOAT ROCK COMPLEX,2933887.0,2933887.0,2015_2933887_GOAT ROCK COMPLEX,2015_2933887_GOAT ROCK COMPLEX
351,2015_2934748_KETTLE COMPLEX,,2015,,,KETTLE COMPLEX,KETTLE COMPLEX,2934748.0,2934748.0,2015_2934748_KETTLE COMPLEX,2015_2934748_KETTLE COMPLEX
285,2015_2933887_GOAT ROCK COMPLEX,,2015,,,GOAT ROCK COMPLEX,BERRAY MOUNTAIN,2937483.0,2933887.0,2015_2937483_BERRAY MOUNTAIN,2015_2937483_BERRAY MOUNTAIN
257,2015_2937522_FAMILY PEAK COMPLEX,,2015,,,FAMILY PEAK COMPLEX,FAMILY PEAK COMPLEX,2937522.0,2937522.0,2015_2937522_FAMILY PEAK COMPLEX,2015_2937522_FAMILY PEAK COMPLEX
323,2015_2891473_GRIZZLY COMPLEX,,2015,,,GRIZZLY COMPLEX,SOUTH BOBTAIL,2940430.0,2891473.0,2015_2940430_SOUTH BOBTAIL,2015_2940430_SOUTH BOBTAIL
542,2015_2906572_SNOW PEAK COMPLEX,,2015,,,SNOW PEAK COMPLEX,GAME,2940555.0,2906572.0,2015_2940555_GAME,2015_2940555_GAME
303,2015_2878511_GRIZZLY BEAR COMPLEX,,2015,,,GRIZZLY BEAR COMPLEX,933,2940664.0,2878511.0,2015_2940664_933,2015_2940664_933
543,2015_2906572_SNOW PEAK COMPLEX,,2015,,,SNOW PEAK COMPLEX,POLE CREEK,2940665.0,2906572.0,2015_2940665_POLE CREEK,2015_2940665_POLE CREEK
304,2015_2878511_GRIZZLY BEAR COMPLEX,,2015,,,GRIZZLY BEAR COMPLEX,WEST BUTTE,2940677.0,2878511.0,2015_2940677_WEST BUTTE,2015_2940677_WEST BUTTE
197,2015_2952773_CHESTER 23 COMPLEX,,2015,,,CHESTER 23 COMPLEX,HILL RIVER,2944640.0,2952773.0,2015_2944640_HILL RIVER,2015_2944640_HILL RIVER
581,2015_2947674_WASHCO COMPLEX,,2015,,,WASHCO COMPLEX,WASHCO COMPLEX,2947674.0,2947674.0,2015_2947674_WASHCO COMPLEX,2015_2947674_WASHCO COMPLEX
198,2015_2952773_CHESTER 23 COMPLEX,,2015,,,CHESTER 23 COMPLEX,CHESTER 23 COMPLEX,2952773.0,2952773.0,2015_2952773_CHESTER 23 COMPLEX,2015_2952773_CHESTER 23 COMPLEX
199,2015_2952773_CHESTER 23 COMPLEX,,2015,,,CHESTER 23 COMPLEX,CHESTER 23,2953538.0,2952773.0,2015_2953538_CHESTER 23,2015_2953538_CHESTER 23
241,2016_2882088_CORNET-WINDY RIDGE,,2015,,,CORNET-WINDY RIDGE,CORNET-WINDY RIDGE,2882088.0,2882088.0,2015_2882088_CORNET-WINDY RIDGE,2016_2882088_CORNET-WINDY RIDGE
242,2016_2882088_CORNET-WINDY RIDGE,,2016,,,CORNET-WINDY RIDGE,CORNET,2899576.0,2882088.0,2016_2899576_CORNET,2016_2899576_CORNET
603,2016_4258573_CRUTCH COMPLEX,,2016,,,CRUTCH COMPLEX,CRUTCH COMPLEX,4258573.0,4258573.0,2016_4258573_CRUTCH COMPLEX,2016_4258573_CRUTCH COMPLEX
591,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,TABEASCOT LAKE,4270171.0,4379626.0,2016_4270171_TABEASCOT LAKE,2016_4270171_TABEASCOT LAKE
592,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,SIRUK CREEK 2,4270258.0,4379626.0,2016_4270258_SIRUK CREEK 2,2016_4270258_SIRUK CREEK 2
604,2016_4258573_CRUTCH COMPLEX,,2016,,,CRUTCH COMPLEX,CRUTCH,4270952.0,4258573.0,2016_4270952_CRUTCH,2016_4270952_CRUTCH
593,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,NORUTAK LAKE,4274327.0,4379626.0,2016_4274327_NORUTAK LAKE,2016_4274327_NORUTAK LAKE
594,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,CHEBANIKA CREEK,4275476.0,4379626.0,2016_4275476_CHEBANIKA CREEK,2016_4275476_CHEBANIKA CREEK
636,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,GRAYLING 2,4282399.0,4443443.0,2016_4282399_GRAYLING 2,2016_4282399_GRAYLING 2
637,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,SAND,4290208.0,4443443.0,2016_4290208_SAND,2016_4290208_SAND
638,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,FAWN,4293329.0,4443443.0,2016_4293329_FAWN,2016_4293329_FAWN
623,2016_4391734_JUNTURA COMPLEX,,2016,,,JUNTURA COMPLEX,SHEEP ROCK,4294977.0,4391734.0,2016_4294977_SHEEP ROCK,2016_4294977_SHEEP ROCK
633,2016_4398686_SPOKANE COMPLEX,,2016,,,SPOKANE COMPLEX,YALE,4295994.0,4398686.0,2016_4295994_YALE,2016_4295994_YALE
639,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,THUMB,4299564.0,4443443.0,2016_4299564_THUMB,2016_4299564_THUMB
627,2016_4432610_SOUP COMPLEX,,2016,,,SOUP COMPLEX,SOUP 5,4300013.0,4432610.0,2016_4300013_SOUP 5,2016_4300013_SOUP 5
628,2016_4432610_SOUP COMPLEX,,2016,,,SOUP COMPLEX,SOUP 3,4300014.0,4432610.0,2016_4300014_SOUP 3,2016_4300014_SOUP 3
629,2016_4432610_SOUP COMPLEX,,2016,,,SOUP COMPLEX,SOUP 4,4300015.0,4432610.0,2016_4300015_SOUP 4,2016_4300015_SOUP 4
630,2016_4432610_SOUP COMPLEX,,2016,,,SOUP COMPLEX,SOUP 2,4300016.0,4432610.0,2016_4300016_SOUP 2,2016_4300016_SOUP 2
634,2016_4398686_SPOKANE COMPLEX,,2016,,,SPOKANE COMPLEX,WELLESLEY,4303538.0,4398686.0,2016_4303538_WELLESLEY,2016_4303538_WELLESLEY
595,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,SIRUK CREEK,4316601.0,4379626.0,2016_4316601_SIRUK CREEK,2016_4316601_SIRUK CREEK
624,2016_4391734_JUNTURA COMPLEX,,2016,,,JUNTURA COMPLEX,SIMMONS GULCH,4318760.0,4391734.0,2016_4318760_SIMMONS GULCH,2016_4318760_SIMMONS GULCH
645,2016_4320405_VALENTINE COMPLEX,,2016,,,VALENTINE COMPLEX,VALENTINE COMPLEX,4320405.0,4320405.0,2016_4320405_VALENTINE COMPLEX,2016_4320405_VALENTINE COMPLEX
605,2016_4258573_CRUTCH COMPLEX,,2016,,,CRUTCH COMPLEX,ARRINGTON,4348078.0,4258573.0,2016_4348078_ARRINGTON,2016_4348078_ARRINGTON
625,2016_4391734_JUNTURA COMPLEX,,2016,,,JUNTURA COMPLEX,ROOSTER COMB,4354661.0,4391734.0,2016_4354661_ROOSTER COMB,2016_4354661_ROOSTER COMB
631,2016_4432610_SOUP COMPLEX,,2016,,,SOUP COMPLEX,SOUP,4358843.0,4432610.0,2016_4358843_SOUP,2016_4358843_SOUP
640,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,CENTRAL,4371088.0,4443443.0,2016_4371088_CENTRAL,2016_4371088_CENTRAL
646,2016_4434897_VIRGINIA MOUNTAINS COMPLEX,,2016,,,VIRGINIA MOUNTAINS COMPLEX,ROCK,4377198.0,4434897.0,2016_4377198_ROCK,2016_4377198_ROCK
647,2016_4434897_VIRGINIA MOUNTAINS COMPLEX,,2016,,,VIRGINIA MOUNTAINS COMPLEX,SAGE,4378067.0,4434897.0,2016_4378067_SAGE,2016_4378067_SAGE
641,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,BUFFALO,4379585.0,4443443.0,2016_4379585_BUFFALO,2016_4379585_BUFFALO
596,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,ALATNA COMPLEX,4379626.0,4379626.0,2016_4379626_ALATNA COMPLEX,2016_4379626_ALATNA COMPLEX
600,2016_4384854_BLACK RANGE COMPLEX,,2016,,,BLACK RANGE COMPLEX,BLACK RANGE COMPLEX,4384854.0,4384854.0,2016_4384854_BLACK RANGE COMPLEX,2016_4384854_BLACK RANGE COMPLEX
642,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,MAPLE,4388371.0,4443443.0,2016_4388371_MAPLE,2016_4388371_MAPLE
626,2016_4391734_JUNTURA COMPLEX,,2016,,,JUNTURA COMPLEX,JUNTURA COMPLEX,4391734.0,4391734.0,2016_4391734_JUNTURA COMPLEX,2016_4391734_JUNTURA COMPLEX
606,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,EASTERN CHEROKEE COMPLEX,4396286.0,4396286.0,2016_4396286_EASTERN CHEROKEE COMPLEX,2016_4396286_EASTERN CHEROKEE COMPLEX
607,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,DOBSON 4,4396554.0,4396286.0,2016_4396554_DOBSON 4,2016_4396554_DOBSON 4
608,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,TOM SMITH,4396555.0,4396286.0,2016_4396555_TOM SMITH,2016_4396555_TOM SMITH
635,2016_4398686_SPOKANE COMPLEX,,2016,,,SPOKANE COMPLEX,SPOKANE COMPLEX,4398686.0,4398686.0,2016_4398686_SPOKANE COMPLEX,2016_4398686_SPOKANE COMPLEX
609,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,BATES,4399378.0,4396286.0,2016_4399378_BATES,2016_4399378_BATES
618,2016_4401529_FAIRVIEW,,2016,,,FAIRVIEW,FAIRVIEW,4401529.0,4401529.0,2016_4401529_FAIRVIEW,2016_4401529_FAIRVIEW
610,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,KATIE LITTLE JOHN,4402625.0,4396286.0,2016_4402625_KATIE LITTLE JOHN,2016_4402625_KATIE LITTLE JOHN
611,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,LAMBERT BRANCH,4402690.0,4396286.0,2016_4402690_LAMBERT BRANCH,2016_4402690_LAMBERT BRANCH
612,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,CAMPFIRE,4403055.0,4396286.0,2016_4403055_CAMPFIRE,2016_4403055_CAMPFIRE
613,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,WASHINGTON'S CREEK,4404458.0,4396286.0,2016_4404458_WASHINGTON'S CREEK,2016_4404458_WASHINGTON'S CREEK
614,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,LONG  BRANCH 2,4404706.0,4396286.0,2016_4404706_LONG  BRANCH 2,2016_4404706_LONG  BRANCH 2
643,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,JASPER,4408601.0,4443443.0,2016_4408601_JASPER,2016_4408601_JASPER
597,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,HOG,4409944.0,4379626.0,2016_4409944_HOG,2016_4409944_HOG
601,2016_4384854_BLACK RANGE COMPLEX,,2016,,,BLACK RANGE COMPLEX,KLINE,4412703.0,4384854.0,2016_4412703_KLINE,2016_4412703_KLINE
620,2016_4424022_FISH COMPLEX,,2016,,,FISH COMPLEX,RESERVOIR,4423683.0,4424022.0,2016_4423683_RESERVOIR,2016_4423683_RESERVOIR
621,2016_4424022_FISH COMPLEX,,2016,,,FISH COMPLEX,FISH COMPLEX,4424022.0,4424022.0,2016_4424022_FISH COMPLEX,2016_4424022_FISH COMPLEX
622,2016_4424022_FISH COMPLEX,,2016,,,FISH COMPLEX,FISH,4425257.0,4424022.0,2016_4425257_FISH,2016_4425257_FISH
598,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,BERGMAN CREEK,4425905.0,4379626.0,2016_4425905_BERGMAN CREEK,2016_4425905_BERGMAN CREEK
599,2016_4379626_ALATNA COMPLEX,,2016,,,ALATNA COMPLEX,HOGATZA RIVER,4426031.0,4379626.0,2016_4426031_HOGATZA RIVER,2016_4426031_HOGATZA RIVER
602,2016_4384854_BLACK RANGE COMPLEX,,2016,,,BLACK RANGE COMPLEX,COONEY,4427634.0,4384854.0,2016_4427634_COONEY,2016_4427634_COONEY
648,2016_4434897_VIRGINIA MOUNTAINS COMPLEX,,2016,,,VIRGINIA MOUNTAINS COMPLEX,SEVEN LAKES,4427681.0,4434897.0,2016_4427681_SEVEN LAKES,2016_4427681_SEVEN LAKES
649,2016_4434897_VIRGINIA MOUNTAINS COMPLEX,,2016,,,VIRGINIA MOUNTAINS COMPLEX,ANDERSON,4428197.0,4434897.0,2016_4428197_ANDERSON,2016_4428197_ANDERSON
615,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,DOBSON 3,4429163.0,4396286.0,2016_4429163_DOBSON 3,2016_4429163_DOBSON 3
616,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,LONG BRANCH,4430843.0,4396286.0,2016_4430843_LONG BRANCH,2016_4430843_LONG BRANCH
617,2016_4396286_EASTERN CHEROKEE COMPLEX,,2016,,,EASTERN CHEROKEE COMPLEX,LONG BRANCH 3,4431128.0,4396286.0,2016_4431128_LONG BRANCH 3,2016_4431128_LONG BRANCH 3
632,2016_4432610_SOUP COMPLEX,,2016,,,SOUP COMPLEX,SOUP COMPLEX,4432610.0,4432610.0,2016_4432610_SOUP COMPLEX,2016_4432610_SOUP COMPLEX
650,2016_4434897_VIRGINIA MOUNTAINS COMPLEX,,2016,,,VIRGINIA MOUNTAINS COMPLEX,TULE,4434896.0,4434897.0,2016_4434896_TULE,2016_4434896_TULE
651,2016_4434897_VIRGINIA MOUNTAINS COMPLEX,,2016,,,VIRGINIA MOUNTAINS COMPLEX,VIRGINIA MOUNTAINS COMPLEX,4434897.0,4434897.0,2016_4434897_VIRGINIA MOUNTAINS COMPLEX,2016_4434897_VIRGINIA MOUNTAINS COMPLEX
644,2016_4443443_TATANKA COMPLEX,,2016,,,TATANKA COMPLEX,TATANKA COMPLEX,4443443.0,4443443.0,2016_4443443_TATANKA COMPLEX,2016_4443443_TATANKA COMPLEX
619,2016_4445030_FALL 2016 SOUTHEAST FIRE MOB,,2016,,,FALL 2016 SOUTHEAST FIRE MOB,FALL 2016 SOUTHEAST FIRE MOB,4445030.0,4445030.0,2016_4445030_FALL 2016 SOUTHEAST FIRE MOB,2016_4445030_FALL 2016 SOUTHEAST FIRE MOB
849,2017_7375208_TONGUE RIVER COMPLEX,,2017,,,TONGUE RIVER COMPLEX,LEE CREEK,7140668.0,7375208.0,2017_7140668_LEE CREEK,2017_7140668_LEE CREEK
781,2017_7155675_NW OKLAHOMA COMPLEX,,2017,,,NW OKLAHOMA COMPLEX,OKS - STARBUCK,7145623.0,7155675.0,2017_7145623_OKS - STARBUCK,2017_7145623_OKS - STARBUCK
782,2017_7155675_NW OKLAHOMA COMPLEX,,2017,,,NW OKLAHOMA COMPLEX,OKS - SELMAN,7145690.0,7155675.0,2017_7145690_OKS - SELMAN,2017_7145690_OKS - SELMAN
783,2017_7155675_NW OKLAHOMA COMPLEX,,2017,,,NW OKLAHOMA COMPLEX,NW OKLAHOMA COMPLEX,7155675.0,7155675.0,2017_7155675_NW OKLAHOMA COMPLEX,2017_7155675_NW OKLAHOMA COMPLEX
786,2017_7159088_OKC COMPLEX,,2017,,,OKC COMPLEX,OKC COMPLEX,7159088.0,7159088.0,2017_7159088_OKC COMPLEX,2017_7159088_OKC COMPLEX
813,2017_7159928_QUAIL COMPLEX,,2017,,,QUAIL COMPLEX,QUAIL COMPLEX,7159928.0,7159928.0,2017_7159928_QUAIL COMPLEX,2017_7159928_QUAIL COMPLEX
652,2017_7248803_BLUE RIDGE COMPLEX,,2017,,,BLUE RIDGE COMPLEX,RUSSELL,7163557.0,7248803.0,2017_7163557_RUSSELL,2017_7163557_RUSSELL
653,2017_7248803_BLUE RIDGE COMPLEX,,2017,,,BLUE RIDGE COMPLEX,WESTHOLDER,7163951.0,7248803.0,2017_7163951_WESTHOLDER,2017_7163951_WESTHOLDER
654,2017_7248803_BLUE RIDGE COMPLEX,,2017,,,BLUE RIDGE COMPLEX,GERMAINE,7164008.0,7248803.0,2017_7164008_GERMAINE,2017_7164008_GERMAINE
655,2017_7248803_BLUE RIDGE COMPLEX,,2017,,,BLUE RIDGE COMPLEX,CURRY,7164546.0,7248803.0,2017_7164546_CURRY,2017_7164546_CURRY
696,2017_7164660_FOUR SEASONS COMPLEX,,2017,,,FOUR SEASONS COMPLEX,FOUR SEASONS COMPLEX,7164660.0,7164660.0,2017_7164660_FOUR SEASONS COMPLEX,2017_7164660_FOUR SEASONS COMPLEX
791,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,DILLON,7169161.0,7382007.0,2017_7169161_DILLON,2017_7169161_DILLON
788,2017_7359700_ONAQUI MOUNTAIN COMPLEX,,2017,,,ONAQUI MOUNTAIN COMPLEX,DAVIS,7173710.0,7359700.0,2017_7173710_DAVIS,2017_7173710_DAVIS
664,2017_7174839_DUMAS COMPLEX,,2017,,,DUMAS COMPLEX,DUMAS COMPLEX,7174839.0,7174839.0,2017_7174839_DUMAS COMPLEX,2017_7174839_DUMAS COMPLEX
784,2017_7155675_NW OKLAHOMA COMPLEX,,2017,,,NW OKLAHOMA COMPLEX,OKS - 283,7174900.0,7155675.0,2017_7174900_OKS - 283,2017_7174900_OKS - 283
704,2017_7272173_HIGH CASCADES COMPLEX,,2017,,,HIGH CASCADES COMPLEX,BLANKET CREEK,7177619.0,7272173.0,2017_7177619_BLANKET CREEK,2017_7177619_BLANKET CREEK
772,2017_7238965_MODOC JULY COMPLEX,,2017,,,MODOC JULY COMPLEX,RIMROCKVII,7178440.0,7238965.0,2017_7178440_RIMROCKVII,2017_7178440_RIMROCKVII
665,2017_7396234_ECLIPSE COMPLEX,,2017,,,ECLIPSE COMPLEX,CLEAR,7178456.0,7396234.0,2017_7178456_CLEAR,2017_7178456_CLEAR
851,2017_7375208_TONGUE RIVER COMPLEX,,2017,,,TONGUE RIVER COMPLEX,WITTEN,7186580.0,7375208.0,2017_7186580_WITTEN,2017_7186580_WITTEN
745,2017_7188114_MEYERS,,2017,,,MEYERS,MEYERS,7188114.0,7188114.0,2017_7188114_MEYERS,2017_7188114_MEYERS
723,2017_7194593_HIGHWAY 200 COMPLEX,,2017,,,HIGHWAY 200 COMPLEX,HIGHWAY 200 COMPLEX,7194593.0,7194593.0,2017_7194593_HIGHWAY 200 COMPLEX,2017_7194593_HIGHWAY 200 COMPLEX
836,2017_7404917_SHEEP COMPLEX,,2017,,,SHEEP COMPLEX,BERNARD,7197288.0,7404917.0,2017_7197288_BERNARD,2017_7197288_BERNARD
818,2017_7377619_SALMON AUGUST COMPLEX,,2017,,,SALMON AUGUST COMPLEX,BLAINE,7197304.0,7377619.0,2017_7197304_BLAINE,2017_7197304_BLAINE
792,2017_7382007_ORLEANS COMPLEX,,2017,,,ORLEANS COMPLEX,HOOLIGAN,7200180.0,7382007.0,2017_7200180_HOOLIGAN,2017_7200180_HOOLIGAN
